meter_id,feature_set,model_name,variant_name,selected_threshold,run_id,val_point_precision,val_point_recall,val_point_f1,val_event_precision,val_event_recall,val_event_f1,val_false_alerts_per_week,test_point_precision,test_point_recall,test_point_f1,test_event_precision,test_event_recall,test_event_f1,test_false_alerts_per_week,hybrid_params_json,event_params_json,within_budget,val_utility
m1,baseline_logic,hybrid_guarded,default,0.95,05cf8e16382144ee93e111ce6a05cb01,1.0,0.5714285714285714,0.7272727272727273,1.0,0.5,0.6666666666666666,0.0,1.0,0.5964912280701754,0.7472527472527473,1.0,0.4166666666666667,0.5882352941176471,0.0,{},{},True,0.6666666666666666
m2,baseline_logic,hybrid_guarded,webapp_like,0.9,3473f66fd1884f7c9f91fe5fe41bc5c4,0.8571428571428571,0.3673469387755102,0.5142857142857142,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.19444444444444442,0.6666666666666666,0.1276595744680851,0.21428571428571427,0.625,0.4166666666666667,0.5,0.2876712328767123,"{""drop_active_median_floor"": 110.0, ""drop_med_mult"": 0.45, ""drop_neighbor_mult"": 1.15, ""drop_p10_offset"": 25.0, ""drop_score_offset"": 0.3, ""neg_base"": -70.0, ""normal_end"": 20.0, ""normal_start"": 6.5, ""off_extra_margin"": 80.0, ""off_med_offset"": 50.0, ""off_median_cap"": 70.0, ""off_neighbor_mult"": 0.85, ""off_p90_offset"": 35.0, ""pos_base"": 60.0, ""scale_floor"": 40.0, ""score_offset"": 0.35, ""skip_negative_export"": true, ""spike_med_offset"": 40.0, ""stable_end"": 18.5, ""stable_start"": 7.0}","{""low_occupancy_ratio_cutoff"": 0.45, ""merge_gap_steps"": 2, ""webapp_mode"": true}",True,0.516593567251462
